Node1	Node2	score	network_id	edge_type
AT5G20730	AT2G42430	0	ATRM_v3.8	REG
AT5G20730	AT2G45420	0	ATRM_v3.8	REG
AT5G20730	AT3G15540	0	ATRM_v3.8	REG
AT5G20730	AT3G20840	0	ATRM_v3.8	REG
AT5G20730	AT3G50340	0	ATRM_v3.8	REG
AT5G20730	AT3G58190	0	ATRM_v3.8	REG
AT5G20730	AT4G14550	1	ATRM_v3.8	REG
AT5G20730	AT4G14560	0	ATRM_v3.8	REG
AT5G20730	AT4G27260	0	ATRM_v3.8	REG
AT5G20730	AT4G37390	0	ATRM_v3.8	REG
AT5G20730	AT4G37650	1	ATRM_v3.8	REG
AT5G21120	AT3G23240	0	ATRM_v3.8	REG
AT5G22220	AT2G40550	0	ATRM_v3.8	REG
AT5G22220	AT3G54180	0	ATRM_v3.8	REG
AT5G22220	AT5G24330	0	ATRM_v3.8	REG
AT5G22570	AT2G14610	1	ATRM_v3.8	REG
AT5G23000	AT1G07890	1	ATRM_v3.8	REG
AT5G23000	AT1G19570	1	ATRM_v3.8	REG
AT5G23000	AT2G37630	0	ATRM_v3.8	REG
AT5G23000	AT4G37750	0	ATRM_v3.8	REG
AT5G23000	AT5G53950	0	ATRM_v3.8	REG
AT5G23260	AT1G61720	0	ATRM_v3.8	REG
AT5G26660	AT3G22370	0	ATRM_v3.8	REG
AT5G35550	AT1G61720	0	ATRM_v3.8	REG
AT5G35550	AT1G79840	0	ATRM_v3.8	REG
AT5G35550	AT2G37260	0	ATRM_v3.8	REG
AT5G35550	AT3G59030	0	ATRM_v3.8	REG
AT5G35550	AT4G09820	0	ATRM_v3.8	REG
AT5G35550	AT4G22880	0	ATRM_v3.8	REG
AT5G35550	AT5G42800	0	ATRM_v3.8	REG
AT5G35770	AT4G18960	1	ATRM_v3.8	REG
AT5G37020	AT1G28130	0	ATRM_v3.8	REG
AT5G37020	AT2G44810	0	ATRM_v3.8	REG
AT5G37020	AT5G54510	0	ATRM_v3.8	REG
AT5G37260	AT1G01060	1	ATRM_v3.8	REG
AT5G37260	AT1G65480	1	ATRM_v3.8	REG
AT5G37260	AT2G46830	1	ATRM_v3.8	REG
AT5G37260	AT5G15840	1	ATRM_v3.8	REG
AT5G40330	AT1G79840	0	ATRM_v3.8	REG
AT5G40330	AT2G46410	0	ATRM_v3.8	REG
AT5G40330	AT5G40330	0	ATRM_v3.8	REG
AT5G40330	AT5G53200	0	ATRM_v3.8	REG
AT5G40350	AT3G06490	0	ATRM_v3.8	REG
AT5G40360	AT1G21970	0	ATRM_v3.8	REG
AT5G41315	AT1G01380	0	ATRM_v3.8	REG
AT5G41315	AT1G79840	0	ATRM_v3.8	REG
AT5G41315	AT2G37260	0	ATRM_v3.8	REG
AT5G41315	AT2G46410	0	ATRM_v3.8	REG
AT5G41315	AT4G01060	0	ATRM_v3.8	REG
AT5G41315	AT4G09820	0	ATRM_v3.8	REG
AT5G41315	AT4G22880	1	ATRM_v3.8	REG
AT5G41315	AT5G08640	1	ATRM_v3.8	REG
AT5G41315	AT5G13930	1	ATRM_v3.8	REG
AT5G41315	AT5G41315	1	ATRM_v3.8	REG
AT5G41315	AT5G53200	0	ATRM_v3.8	REG
AT5G41410	AT1G23420	0	ATRM_v3.8	REG
AT5G41410	AT2G17950	1	ATRM_v3.8	REG
AT5G41410	AT4G18960	1	ATRM_v3.8	REG
AT5G42630	AT1G23420	1	ATRM_v3.8	REG
AT5G42630	AT1G73590	1	ATRM_v3.8	REG
AT5G43270	AT4G13260	1	ATRM_v3.8	REG
AT5G43270	AT5G25620	1	ATRM_v3.8	REG
AT5G45980	AT2G17950	0	ATRM_v3.8	REG
AT5G45980	AT3G11260	0	ATRM_v3.8	REG
AT5G45980	AT5G59340	0	ATRM_v3.8	REG
AT5G47220	AT1G06160	0	ATRM_v3.8	REG
AT5G47220	AT1G72260	0	ATRM_v3.8	REG
AT5G47220	AT3G04720	0	ATRM_v3.8	REG
AT5G47220	AT3G55730	0	ATRM_v3.8	REG
AT5G47220	AT5G44420	0	ATRM_v3.8	REG
AT5G48670	AT1G22015	0	ATRM_v3.8	REG
AT5G48670	AT5G04560	0	ATRM_v3.8	REG
AT5G51990	AT2G42540	0	ATRM_v3.8	REG
AT5G51990	AT5G52310	0	ATRM_v3.8	REG
AT5G52830	AT1G37130	1	ATRM_v3.8	REG
AT5G52830	AT1G77760	1	ATRM_v3.8	REG
AT5G52830	AT5G65010	1	ATRM_v3.8	REG
AT5G53200	AT1G79840	1	ATRM_v3.8	REG
AT5G53200	AT2G02480	1	ATRM_v3.8	REG
AT5G53200	AT2G37260	1	ATRM_v3.8	REG
AT5G53200	AT5G53200	1	ATRM_v3.8	REG
AT5G53200	AT5G65930	1	ATRM_v3.8	REG
AT5G53210	AT3G26744	0	ATRM_v3.8	REG
AT5G53950	AT1G23380	0	ATRM_v3.8	REG
AT5G53950	AT1G55580	0	ATRM_v3.8	REG
AT5G53950	AT1G62360	0	ATRM_v3.8	REG
AT5G53950	AT1G76420	0	ATRM_v3.8	REG
AT5G53950	AT2G31160	0	ATRM_v3.8	REG
AT5G53950	AT3G23290	0	ATRM_v3.8	REG
AT5G54070	AT1G74310	0	ATRM_v3.8	REG
AT5G56110	AT3G11980	0	ATRM_v3.8	REG
AT5G56110	AT5G22260	0	ATRM_v3.8	REG
AT5G56270	AT2G36270	0	ATRM_v3.8	REG
AT5G56270	AT2G40170	1	ATRM_v3.8	REG
AT5G56270	AT3G24650	0	ATRM_v3.8	REG
AT5G56270	AT3G51810	1	ATRM_v3.8	REG
AT5G56860	AT1G57990	0	ATRM_v3.8	REG
AT5G56860	AT2G15890	1	ATRM_v3.8	REG
AT5G56860	AT2G29350	0	ATRM_v3.8	REG
AT5G56860	AT4G29130	1	ATRM_v3.8	REG
AT5G56860	AT4G30270	0	ATRM_v3.8	REG
AT5G56860	AT4G35770	0	ATRM_v3.8	REG
AT5G56860	AT5G26340	1	ATRM_v3.8	REG
AT5G59570	AT2G46830	0	ATRM_v3.8	REG
AT5G59820	AT1G07890	0	ATRM_v3.8	REG
AT5G59820	AT2G30250	0	ATRM_v3.8	REG
AT5G59820	AT3G46090	0	ATRM_v3.8	REG
AT5G59820	AT4G25470	1	ATRM_v3.8	REG
AT5G59820	AT4G25480	1	ATRM_v3.8	REG
AT5G59820	AT4G25490	1	ATRM_v3.8	REG
AT5G60690	AT2G45450	0	ATRM_v3.8	REG
AT5G60890	AT2G20610	0	ATRM_v3.8	REG
AT5G60890	AT2G22330	0	ATRM_v3.8	REG
AT5G60890	AT4G31500	0	ATRM_v3.8	REG
AT5G60890	AT4G39950	0	ATRM_v3.8	REG
AT5G60890	AT5G05730	0	ATRM_v3.8	REG
AT5G60910	AT2G42830	1	ATRM_v3.8	REG
AT5G60910	AT3G58780	1	ATRM_v3.8	REG
AT5G60910	AT4G00120	1	ATRM_v3.8	REG
AT5G60910	AT5G61850	0	ATRM_v3.8	REG
AT5G60910	AT5G67110	1	ATRM_v3.8	REG
AT5G61270	AT4G25470	1	ATRM_v3.8	REG
AT5G61270	AT4G25490	1	ATRM_v3.8	REG
AT5G61420	AT2G20610	0	ATRM_v3.8	REG
AT5G61420	AT3G01120	0	ATRM_v3.8	REG
AT5G61420	AT3G03780	0	ATRM_v3.8	REG
AT5G61420	AT3G57050	0	ATRM_v3.8	REG
AT5G61420	AT4G03060	0	ATRM_v3.8	REG
AT5G61420	AT4G13770	0	ATRM_v3.8	REG
AT5G61420	AT4G31500	1	ATRM_v3.8	REG
AT5G61420	AT5G23010	0	ATRM_v3.8	REG
AT5G61850	AT1G26310	0	ATRM_v3.8	REG
AT5G61850	AT1G52880	0	ATRM_v3.8	REG
AT5G61850	AT1G68480	1	ATRM_v3.8	REG
AT5G61850	AT1G69120	0	ATRM_v3.8	REG
AT5G61850	AT1G69180	0	ATRM_v3.8	REG
AT5G61850	AT1G76420	0	ATRM_v3.8	REG
AT5G61850	AT3G23130	0	ATRM_v3.8	REG
AT5G61850	AT3G54340	0	ATRM_v3.8	REG
AT5G61850	AT3G61250	0	ATRM_v3.8	REG
AT5G61850	AT4G18960	0	ATRM_v3.8	REG
AT5G61850	AT4G24540	1	ATRM_v3.8	REG
AT5G61850	AT5G03790	0	ATRM_v3.8	REG
AT5G61850	AT5G03840	1	ATRM_v3.8	REG
AT5G61850	AT5G11530	1	ATRM_v3.8	REG
AT5G61850	AT5G20240	0	ATRM_v3.8	REG
AT5G61850	AT5G51600	0	ATRM_v3.8	REG
AT5G62000	AT1G01480	0	ATRM_v3.8	REG
AT5G62000	AT2G33310	0	ATRM_v3.8	REG
AT5G62000	AT4G11280	0	ATRM_v3.8	REG
AT5G62000	AT4G37750	1	ATRM_v3.8	REG
AT5G62000	AT4G37770	0	ATRM_v3.8	REG
AT5G62000	AT5G25890	0	ATRM_v3.8	REG
AT5G62020	AT5G44420	0	ATRM_v3.8	REG
AT5G62380	AT1G16490	0	ATRM_v3.8	REG
AT5G62380	AT1G28470	0	ATRM_v3.8	REG
AT5G62380	AT1G62990	0	ATRM_v3.8	REG
AT5G62380	AT1G79180	0	ATRM_v3.8	REG
AT5G62380	AT5G12870	0	ATRM_v3.8	REG
AT5G62380	AT5G56110	0	ATRM_v3.8	REG
AT5G62430	AT1G65480	1	ATRM_v3.8	REG
AT5G62430	AT5G15840	1	ATRM_v3.8	REG
AT5G65050	AT2G45660	1	ATRM_v3.8	REG
AT5G66870	AT1G70510	1	ATRM_v3.8	REG
AT5G66870	AT4G08150	1	ATRM_v3.8	REG
AT5G67300	AT1G17550	1	ATRM_v3.8	REG
AT5G67300	AT1G72770	1	ATRM_v3.8	REG
AT5G67300	AT3G11410	1	ATRM_v3.8	REG
AT5G67300	AT4G26080	1	ATRM_v3.8	REG
AT5G67300	AT5G03280	0	ATRM_v3.8	REG
AT5G67300	AT5G44420	1	ATRM_v3.8	REG
AT5G67300	AT5G57050	1	ATRM_v3.8	REG
AT5G67420	AT4G09820	1	ATRM_v3.8	REG
