node1	node2	score	edge_type
AT4G02860	144	1.0	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.9949164252517546	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02840	144	0.9949164252517546	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02860	144	0.9942130412981228	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02840	146	0.9885015329225196	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	146	0.9885015329225196	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02860	144	0.9881811439069702	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02860	146	0.985593645294606	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02860	146	0.9810789359125236	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02830	144	0.9747096329393664	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02860	146	0.97097952753522	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02830	146	0.965406946562466	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02860	145	0.9352918240144548	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02860	145	0.9301021261474506	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.9290944648842184	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	145	0.9264097205629754	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02840	145	0.9264097205629754	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.9230143983540756	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.9230143983540756	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.9230143983540756	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.9230143983540756	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.9230143983540756	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.9230143983540756	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	146	0.9133826863420662	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02860	145	0.9123547536099162	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02830	145	0.9065145416126448	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	146	0.9045001895747036	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	146	0.9045001895747036	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	146	0.9045001895747036	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	146	0.9045001895747036	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	146	0.9045001895747036	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	146	0.9045001895747036	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02820	144	0.8950305917643852	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02820	144	0.8939630608136095	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02820	144	0.8939630608136095	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02820	144	0.8910654851291978	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02820	144	0.8910654851291978	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02820	146	0.8783556517763059	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02820	146	0.8783556517763059	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02840	144	0.8764339369769275	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02840	144	0.8764339369769275	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02820	146	0.8758975286066619	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02860	144	0.8739011723129498	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02820	146	0.8720415250349495	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02820	146	0.8720415250349495	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02840	146	0.8711265544392212	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02840	146	0.8711265544392212	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02860	146	0.8653274882706538	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02860	144	0.8519191297825304	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02840	145	0.8480087442812576	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02840	145	0.8480087442812576	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8451767532609157	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02820	145	0.8450780781089302	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	145	0.8442015679986887	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8417015652148874	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8417015652148874	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	146	0.8407111731656975	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	146	0.8407111731656975	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02870	144	0.8392648560434799	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02860	146	0.8383292855152811	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02790	144	0.8359766179310513	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02820	145	0.8357558198132145	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02820	145	0.8357558198132145	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	145	0.8355726922759613	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	145	0.8355726922759613	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	145	0.8355726922759613	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	145	0.8355726922759613	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	145	0.8355726922759613	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	145	0.8355726922759613	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02820	145	0.8342870830100665	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02820	145	0.8342870830100665	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02870	146	0.8337111482056692	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	146	0.8325811338237792	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02860	145	0.8291142116145855	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	145	0.8201738847750919	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02870	145	0.8165218046223642	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8133379466716559	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8119179458380594	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
AT4G02850	144	0.8113496600627064	AraGWAS-subnet-permsig-geni_GeneToPhenotype
